masterid,sampledate,XSLOPE,PCT_FN,PCT_HP
SMC05848,2013-06-18T07:00:00Z,5.1,10,2
SMC05902,2011-06-28T07:00:00Z,1.6,0,0
SMC05956,2012-06-19T07:00:00Z,0.2,0,2
SMC05968,2013-07-01T07:00:00Z,2.7,15,0
SMC06019,2010-06-17T07:00:00Z,0.7,0,0
SMC06036,2012-06-11T07:00:00Z,1.7,0,0
SMC06044,2013-06-17T07:00:00Z,2,1,0
SMC06079,2013-06-26T07:00:00Z,2.6,15,0
SMC06216,2009-05-26T07:00:00Z,1.2,15,0
SMC06288,2013-07-08T07:00:00Z,5.7,3,0
SMC06298,2012-07-17T07:00:00Z,0.9,10,0
SMC06302,2012-06-28T07:00:00Z,2.1,0,0
SMC06356,2013-06-10T07:00:00Z,3,7,0
SMC06467,2010-06-28T07:00:00Z,2.9,13,0
SMC06612,2013-06-06T07:00:00Z,2.2,1,0
SMC06740,2013-06-10T07:00:00Z,1.1,10,0
SMC06794,2012-07-18T07:00:00Z,1.5,1,0
SMC06863,2011-07-21T07:00:00Z,2.2,10,0
SMC06918,2012-07-16T07:00:00Z,0.4,4,4
SMC07085,2011-06-21T07:00:00Z,0.2,20,0
SMC07126,2012-07-12T07:00:00Z,0.3,33,2
SMC07828,2013-06-06T07:00:00Z,0.4,6,0
SMC08094,2012-06-28T07:00:00Z,0.3,10,0
SMC08150,2014-07-08T07:00:00Z,0.7,2,2
SMC08157,2011-06-22T07:00:00Z,1.8,13,0
SMC08335,2010-07-07T07:00:00Z,0.5,15,0
SMC08414,2012-06-28T07:00:00Z,0.2,0,0
SMC08540,2011-06-23T07:00:00Z,1.1,13,10
SMC08655,2012-06-21T07:00:00Z,3.3,1,0
SMC08660,2013-06-06T07:00:00Z,0.7,10,0
SMC08766,2009-05-26T07:00:00Z,0.2,0,0
SMC08845,2009-06-22T07:00:00Z,0.4,0,0
SMC09091,2013-06-27T07:00:00Z,0.2,33,0
SMC09118,2013-05-22T07:00:00Z,0.3,0,0
SMC09162,2011-08-01T07:00:00Z,0.9,12,0
SMC09174,2012-07-13T07:00:00Z,0.3,39,0
SMC09325,2012-06-21T07:00:00Z,1.9,23,0
SMC10198,2012-07-13T07:00:00Z,0.3,0,0
SMC10756,2013-06-26T07:00:00Z,1.4,6,0
SMC11181,2011-06-21T07:00:00Z,0.1,5,0
SMC11343,2012-06-04T07:00:00Z,0.3,12,0
SMC11384,2011-06-28T07:00:00Z,1.8,0,1
SMC11581,2009-06-29T07:00:00Z,0.8,0,0
SMC11581,2015-05-13T07:00:00Z,1,0,0
SMC11581,2016-05-24T07:00:00Z,1,0,0
SMC11581,2017-05-30T07:00:00Z,1,0,0
SMC11581,2018-06-05T07:00:00Z,1,0,0
SMC11581,2019-06-19T07:00:00Z,1,0,0
SMC11593,2012-06-21T07:00:00Z,0.4,5,0
SMC11727,2010-06-09T07:00:00Z,1.7,7,0
SMC12246,2013-07-23T07:00:00Z,0.5,4,3
SMC12814,2011-07-22T07:00:00Z,2.6,0,1
SMC12862,2011-06-27T07:00:00Z,0.1,0,0
SMC13062,2013-07-23T07:00:00Z,0.2,2,0
SMC13076,2012-06-28T07:00:00Z,1.8,0,0
SMC13187,2013-06-04T07:00:00Z,0.4,1,0
SMC13214,2013-05-22T07:00:00Z,0.3,3,0
SMC13391,2012-06-21T07:00:00Z,1.8,8,0
SMC13402,2013-07-18T07:00:00Z,1.6,0,0
SMC13599,2012-06-04T07:00:00Z,2.8,0,0
SMC13630,2012-06-21T07:00:00Z,0.2,0,0
SMC14099,2013-06-13T07:00:00Z,0.6,14,22
SMC15464,2012-06-15T07:00:00Z,2.9,1,0
SMC15677,2009-06-29T07:00:00Z,0.9,0,0
SMC15678,2013-06-25T07:00:00Z,0.2,0,0
SMC16045,2012-06-28T07:00:00Z,0.2,14,0
SMC16169,2015-06-16T07:00:00Z,1.6,0,0
SMC16266,2011-08-01T07:00:00Z,2.4,6,1
SMC16446,2012-06-21T07:00:00Z,2.1,7,0
SMC16832,2010-06-18T07:00:00Z,0.2,0,0
SMC16892,2012-06-27T07:00:00Z,1.3,3,0
SMC16980,2011-07-06T07:00:00Z,1,0,0
SMC17378,2012-06-27T07:00:00Z,0.6,3,0
SMC17692,2013-06-12T07:00:00Z,0.3,6,7
SMC17918,2013-07-25T07:00:00Z,0.1,28,0
SMC18046,2013-06-24T07:00:00Z,2.2,4,0
SMC18116,2012-06-28T07:00:00Z,1.1,0,0
SMC18169,2011-06-20T07:00:00Z,0.8,40,0
SMC18545,2013-06-25T07:00:00Z,3.8,3,0
SMC18656,2013-06-12T07:00:00Z,1.1,0,0
SMC19228,2012-07-16T07:00:00Z,0.9,0,27
SMC19466,2013-06-17T07:00:00Z,0.6,4,8
SMC19552,2013-07-15T07:00:00Z,0.2,1,2
SMC19697,2013-06-24T07:00:00Z,1,9,0
SMC19809,2013-06-25T07:00:00Z,4.1,1,0
SMC19945,2013-06-25T07:00:00Z,4.5,2,0
SMC20032,2010-06-18T07:00:00Z,0.2,0,0
SMC20092,2013-06-13T07:00:00Z,0.7,0,0
SMC20497,2013-07-16T07:00:00Z,0.3,21,0
SMC20994,2013-06-17T07:00:00Z,2.8,0,0
SMC21371,2011-06-20T07:00:00Z,0.5,9,0
SMC21382,2013-06-13T07:00:00Z,1.2,1,0
SMC21796,2013-06-14T07:00:00Z,0.2,0,0
SMC21822,2010-06-21T07:00:00Z,0.3,21,0
SMC23495,2013-07-16T07:00:00Z,1.1,6,0
SMC24222,2010-06-21T07:00:00Z,0.5,7,0
SMC24921,2012-06-28T07:00:00Z,0.4,35,0
SMC26288,2009-05-12T07:00:00Z,0.7,11,0
SMC26694,2013-07-16T07:00:00Z,0.4,6,2
SMC29064,2012-06-25T07:00:00Z,5.6,14,0
SMC34888,2010-06-24T07:00:00Z,1.3,14,0
SMC35697,2010-06-10T07:00:00Z,1.2,0,0
SMC35837,2012-06-25T07:00:00Z,0.5,20,0
SMC37632,2013-07-31T07:00:00Z,0.5,2,32
SMCR8_196,2009-05-24T07:00:00Z,3.7,3,5
113GAR010,2009-06-10T07:00:00Z,2.2,5,0
113GAR046,2009-06-09T07:00:00Z,0.3,20,0
113GAR062,2009-07-02T07:00:00Z,0.4,10,0
113GAR112,2009-08-06T07:00:00Z,1.1,10,0
205COY610,2008-06-17T07:00:00Z,1.1,NA,NA
206RIC100,2008-05-02T07:00:00Z,NA,0,0
207MTD117,2009-01-08T08:00:00Z,2.2,NA,NA
"801SJR159
",2007-04-20T07:00:00Z,NA,10,0
